date,min,max,median,q1,q3,stdev,count
2025-10-07T00:00:00.000Z,9,23,15,12,21,4.266,92
2025-10-08T00:00:00.000Z,3,11,5,4,8,2.334,90
2025-10-09T00:00:00.000Z,3,15,5,3,8,3.323,92
2025-10-10T00:00:00.000Z,3,19,6,5,10,4.566,102
2025-10-11T00:00:00.000Z,3,32,15,7,21.5,8.661,101
2025-10-12T00:00:00.000Z,3,85,13,8,39.5,24.261,116
2025-10-13T00:00:00.000Z,5,25,9.5,7,14,4.312,100
2025-10-14T00:00:00.000Z,3,13,7,6,11,3.207,77
2025-10-15T00:00:00.000Z,4,10,6,4,9,2.134,78
2025-10-16T00:00:00.000Z,4,23,12,9,17,4.529,84
2025-10-17T00:00:00.000Z,5,57,17,9,30,13.109,104
2025-10-18T00:00:00.000Z,4,29,16,15,22,6.536,106
2025-10-19T00:00:00.000Z,7,45,15,12.5,32.5,12.197,120
2025-10-20T00:00:00.000Z,11,24,18,15,21,3.684,98
2025-10-21T00:00:00.000Z,12,43,26,20.5,31,7.296,105
2025-10-22T00:00:00.000Z,16,49,27,23,32,7.279,104
2025-10-23T00:00:00.000Z,14,46,28,17.5,34.5,9.878,101
2025-10-24T00:00:00.000Z,6,48,33,22.5,44,12.145,101
2025-10-25T00:00:00.000Z,6,38,16,13,21,8.507,111
2025-10-26T00:00:00.000Z,8,28,15,10.5,22,6.44,81
2025-10-27T00:00:00.000Z,10,51,28,19,40.5,12.106,100
2025-10-28T00:00:00.000Z,9,58,41.5,39,49,13.222,114
2025-10-29T00:00:00.000Z,18,51,25.5,21,35,8.414,108
2025-10-30T00:00:00.000Z,30,51,38,34,43,6.444,106
2025-10-31T00:00:00.000Z,5,50,32,11,36,13.924,107
2025-11-01T00:00:00.000Z,3,28,9,6,11,7.457,78
2025-11-02T00:00:00.000Z,2,19,7,6,7,2.842,28
2025-11-03T00:00:00.000Z,2,14,10,6,13,3.827,82
2025-11-04T00:00:00.000Z,0,12,2,1,6,3.539,95
2025-11-05T00:00:00.000Z,0,9,2,1,5,3.021,91
2025-11-06T00:00:00.000Z,1,36,12,10,17,9.438,102
2025-11-07T00:00:00.000Z,10,49,36,27,42,9.466,105
2025-11-08T00:00:00.000Z,2,87,39,8,57,24.715,114
2025-11-09T00:00:00.000Z,1,30,4,3,15,9.027,100
2025-11-10T00:00:00.000Z,1,35,17,11,22,9.65,83
2025-11-11T00:00:00.000Z,30,46,33,32,39,4.563,99
2025-11-12T00:00:00.000Z,2,46,20,13,34,12.872,106
2025-11-13T00:00:00.000Z,4,45,21,15,26,10.747,107
2025-11-14T00:00:00.000Z,10,55,31,21,44,13.239,122
2025-11-15T00:00:00.000Z,29,74,46,41,58,11.907,111
2025-11-16T00:00:00.000Z,1,68,34,31,58.5,17.142,89
2025-11-17T00:00:00.000Z,1,51,17,14,34,13.41,98
2025-11-18T00:00:00.000Z,13,56,38.5,21,44,12.748,96
2025-11-19T00:00:00.000Z,4,37,15,8,19,7.568,101
2025-11-20T00:00:00.000Z,5,26,11,9,16,4.803,101
2025-11-21T00:00:00.000Z,5,26,13,6,17,6.348,92
2025-11-22T00:00:00.000Z,12,64,27,17,40,16.377,112
2025-11-23T00:00:00.000Z,18,47,39,34.5,43,6.114,37
